시각KST,종목,체결강도%,매수액,매도액,거래대금,체결수,메이저
2026-05-26 03:00:42,IN,9999.0,25728154,0,25728154,26,
2026-05-26 03:01:42,IN,98.9,162810,164670,327480,5,
2026-05-26 03:02:42,IN,71.3,29000086,40656497,69656583,25,
2026-05-26 03:03:42,IN,138.4,14064385,10164802,24229186,16,
2026-05-26 03:04:42,IN,64.3,1301055,2024751,3325806,19,
2026-05-26 03:05:42,IN,18.1,387465,2145413,2532878,16,
2026-05-26 03:06:42,IN,24.0,284258,1185226,1469483,8,
2026-05-26 03:07:42,IN,9999.0,132705,0,132705,1,
2026-05-26 03:08:42,IN,9999.0,155500,0,155500,3,
2026-05-26 03:09:42,IN,1451.8,1153057,79424,1232482,14,
2026-05-26 03:10:42,IN,40.0,3480668,8709265,12189933,35,
2026-05-26 03:11:42,IN,24831.9,54303846,218686,54522531,105,
2026-05-26 03:12:42,IN,1467.3,6518216,444228,6962444,14,
2026-05-26 03:13:42,IN,3117.2,2868502,92023,2960525,11,
2026-05-26 03:14:42,IN,0.0,0,4573531,4573531,4,
2026-05-26 03:15:42,IN,9999.0,1157557,0,1157557,12,
2026-05-26 03:16:42,IN,47.0,14931901,31767166,46699067,75,
2026-05-26 03:17:42,IN,1721.9,8839128,513336,9352464,4,
2026-05-26 03:18:42,IN,9999.0,694092,0,694092,3,
2026-05-26 03:19:42,IN,87.1,2470903,2838213,5309116,20,
2026-05-26 03:20:42,IN,9999.0,21571280,0,21571280,25,
2026-05-26 03:21:42,IN,289.9,11872221,4095479,15967700,22,
2026-05-26 03:22:42,IN,73.4,500000,681354,1181354,5,
2026-05-26 03:23:42,IN,6716.0,400000,5956,405956,2,
2026-05-26 03:24:42,IN,0.0,0,2702316,2702316,4,
2026-05-26 03:25:42,IN,0.7,112862,15865369,15978231,18,
2026-05-26 03:26:42,IN,21.5,1133588,5274022,6407610,14,
2026-05-26 03:27:42,IN,9999.0,5759209,0,5759209,8,
2026-05-26 03:28:42,IN,9999.0,1171954,0,1171954,1,
2026-05-26 03:29:42,IN,9999.0,664531,0,664531,1,
2026-05-26 03:30:42,IN,309.0,6009680,1944808,7954488,67,
2026-05-26 03:31:42,IN,3061.2,422707,13808,436515,3,
2026-05-26 03:32:42,IN,0.0,0,7259053,7259053,3,
2026-05-26 03:33:42,IN,253.5,25058563,9885319,34943883,7,
2026-05-26 03:34:42,IN,9999.0,631116,0,631116,4,
2026-05-26 03:35:42,IN,9999.0,703512,0,703512,3,
2026-05-26 03:36:42,IN,0.0,0,898913,898913,1,
2026-05-26 03:38:42,IN,0.0,0,74031,74031,1,
2026-05-26 03:40:42,IN,9999.0,99108,0,99108,1,
2026-05-26 03:41:42,IN,9999.0,2292302,0,2292302,4,
2026-05-26 03:43:42,IN,0.0,0,5749,5749,1,
2026-05-26 03:45:42,IN,37.5,614411,1637099,2251510,6,
2026-05-26 03:46:42,IN,9999.0,12911706,0,12911706,100,
2026-05-26 03:47:42,IN,9999.0,2108235,0,2108235,17,
2026-05-26 03:48:42,IN,9999.0,1561982,0,1561982,3,
2026-05-26 03:49:42,IN,11352.3,98430468,867055,99297524,53,
2026-05-26 03:50:42,IN,9999.0,6651481,0,6651481,21,
2026-05-26 03:51:42,IN,30682.5,16561111,53976,16615086,52,
2026-05-26 03:52:42,IN,757.5,30679057,4050196,34729253,21,
2026-05-26 03:53:42,IN,9999.0,1133472,0,1133472,2,
2026-05-26 03:54:42,IN,4.2,1136890,26804727,27941617,4,
2026-05-26 03:55:42,IN,29.7,3015598,10166449,13182047,27,
2026-05-26 03:56:42,IN,527.4,15675101,2972196,18647297,8,
2026-05-26 03:57:42,IN,11498.0,582085,5062,587147,5,
2026-05-26 03:58:42,IN,1126.6,11400451,1011930,12412381,6,
2026-05-26 03:59:42,IN,0.0,0,19462232,19462232,3,
2026-05-26 04:00:42,IN,1354.1,19629807,1449639,21079446,47,
2026-05-26 04:01:42,IN,9999.0,625516,0,625516,3,
2026-05-26 04:02:42,IN,2914.2,3219477,110476,3329954,4,
2026-05-26 04:03:42,IN,994.8,135885,13659,149544,4,
2026-05-26 04:04:42,IN,253.1,30864910,12193812,43058721,32,
2026-05-26 04:05:42,IN,77.6,25857949,33302911,59160860,68,
2026-05-26 04:07:42,IN,542.1,5480000,1010968,6490968,6,
2026-05-26 04:08:42,IN,9999.0,6850,0,6850,1,
2026-05-26 04:09:42,IN,211.8,1570283,741382,2311666,6,
2026-05-26 04:10:42,IN,46.9,3395625,7238506,10634131,6,
2026-05-26 04:11:42,IN,9999.0,13758930,0,13758930,6,
2026-05-26 04:12:42,IN,9999.0,3411669,0,3411669,3,
2026-05-26 04:13:42,IN,1.1,354222,33081269,33435491,19,
2026-05-26 04:14:42,IN,97.1,1018159,1048171,2066331,8,
2026-05-26 04:15:42,IN,562.2,1671639,297330,1968969,10,
2026-05-26 04:16:42,IN,41.0,5000,12183,17183,2,
2026-05-26 04:17:42,IN,47499.0,4600628,9686,4610313,6,
2026-05-26 04:18:42,IN,0.0,0,709174,709174,1,
2026-05-26 04:20:42,IN,0.0,0,525088,525088,1,
2026-05-26 04:21:42,IN,0.0,0,203196,203196,1,
2026-05-26 04:22:42,IN,18.9,99131,525317,624448,3,
2026-05-26 04:24:42,IN,0.0,0,863078,863078,1,
2026-05-26 04:25:42,IN,16.8,201471,1195922,1397392,2,
2026-05-26 04:26:42,IN,953.0,2817901,295674,3113575,2,
2026-05-26 04:27:42,IN,0.0,0,9804487,9804487,1,
2026-05-26 04:28:42,IN,0.0,0,2162704,2162704,4,
2026-05-26 04:29:42,IN,9999.0,10031902,0,10031902,2,
2026-05-26 04:31:42,IN,9999.0,9754560,0,9754560,34,
2026-05-26 04:32:42,IN,1363.1,1550029,113710,1663739,4,
2026-05-26 04:33:42,IN,0.0,0,604116,604116,2,
2026-05-26 04:34:42,IN,0.0,0,4193888,4193888,4,
2026-05-26 04:35:42,IN,15128.8,2882218,19051,2901269,2,
2026-05-26 04:36:42,IN,9999.0,900809,0,900809,9,
2026-05-26 04:37:42,IN,100.7,11175,11094,22269,2,
2026-05-26 04:38:42,IN,1187.5,2839880,239147,3079027,34,
2026-05-26 04:39:42,IN,585.6,2539305,433604,2972909,30,
2026-05-26 04:40:42,IN,9999.0,850352,0,850352,10,
2026-05-26 04:41:42,IN,95.4,1967074,2062953,4030027,4,
2026-05-26 04:42:42,IN,9999.0,10074,0,10074,1,
2026-05-26 04:43:42,IN,8364.7,756494,9044,765538,2,
2026-05-26 04:44:42,IN,0.0,0,16927605,16927605,11,
2026-05-26 04:45:42,IN,0.0,0,6911982,6911982,4,
2026-05-26 04:46:42,IN,0.2,10416,5566866,5577282,5,
2026-05-26 04:47:42,IN,0.0,0,3301549,3301549,2,
2026-05-26 04:48:42,IN,0.0,0,2050498,2050498,2,
2026-05-26 04:49:42,IN,0.0,0,16755777,16755777,11,
2026-05-26 04:50:42,IN,0.3,16074,5002274,5018348,5,
2026-05-26 04:51:42,IN,0.0,0,8475015,8475015,6,
2026-05-26 04:52:42,IN,27.3,36900,135003,171903,2,
2026-05-26 04:53:42,IN,9999.0,1356399,0,1356399,3,
2026-05-26 04:54:42,IN,0.0,0,5591168,5591168,8,
2026-05-26 04:55:42,IN,25.7,804389,3130726,3935115,12,
2026-05-26 04:57:42,IN,59439.0,10383887,17470,10401357,5,
2026-05-26 04:58:42,IN,50.0,439766,879599,1319365,3,
2026-05-26 04:59:42,IN,0.6,24982,4340158,4365139,8,
2026-05-26 05:00:42,IN,441.9,906296,205077,1111373,10,
2026-05-26 05:01:42,IN,3.0,19416,641950,661366,6,
2026-05-26 05:02:42,IN,9999.0,918677,0,918677,5,
2026-05-26 05:03:42,IN,9712.7,3082384,31736,3114119,45,
2026-05-26 05:04:42,IN,9999.0,6926067,0,6926067,42,
2026-05-26 05:05:42,IN,26238.9,2604598,9926,2614525,43,
2026-05-26 05:06:42,IN,280.5,12433545,4432018,16865563,34,
2026-05-26 05:07:42,IN,17.7,100000,564591,664591,3,
2026-05-26 05:08:42,IN,17.3,2758222,15968546,18726769,13,
2026-05-26 05:09:42,IN,1890.1,45538608,2409301,47947909,23,
2026-05-26 05:10:42,IN,2.3,118853,5068849,5187702,6,
2026-05-26 05:11:42,IN,133.7,3121325,2333860,5455185,25,
2026-05-26 05:12:42,IN,39.6,1905437,4807068,6712506,5,
2026-05-26 05:13:42,IN,0.0,0,9444,9444,1,
2026-05-26 05:14:42,IN,2997.5,1029985,34361,1064346,3,
2026-05-26 05:15:42,IN,115.3,4641103,4024323,8665426,5,
2026-05-26 05:16:42,IN,106.5,1255596,1179390,2434986,4,
2026-05-26 05:17:42,IN,24060.3,38949615,161884,39111498,74,
2026-05-26 05:18:42,IN,9999.0,1036182,0,1036182,2,
2026-05-26 05:19:42,IN,580.9,542099,93322,635421,5,
2026-05-26 05:20:42,IN,214.5,18558033,8652878,27210911,51,
2026-05-26 05:21:42,IN,9999.0,230510,0,230510,3,
2026-05-26 05:22:42,IN,12.5,3016139,24225164,27241303,29,
2026-05-26 05:23:42,IN,89363.2,9853266,11026,9864292,5,
2026-05-26 05:25:42,IN,82248.1,4212252,5121,4217373,20,
2026-05-26 05:26:42,IN,2.2,19638,888585,908223,8,
2026-05-26 05:27:42,IN,9.6,219107,2275169,2494276,7,
2026-05-26 05:28:42,IN,41754.3,2098606,5026,2103632,4,
2026-05-26 05:29:42,IN,0.0,0,5100,5100,1,
2026-05-26 05:30:42,IN,4.6,500000,10867004,11367004,18,
