시각KST,종목,체결강도%,매수액,매도액,거래대금,체결수,메이저
2026-05-27 05:46:46,SOON,9999.0,1745154,0,1745154,13,
2026-05-27 05:47:46,SOON,9999.0,469242,0,469242,5,
2026-05-27 05:48:46,SOON,9999.0,1841020,0,1841020,3,
2026-05-27 05:49:46,SOON,9999.0,748951,0,748951,5,
2026-05-27 05:50:46,SOON,9999.0,508101,0,508101,7,
2026-05-27 05:53:46,SOON,9999.0,556746,0,556746,3,
2026-05-27 05:54:46,SOON,9999.0,242258,0,242258,1,
2026-05-27 05:55:46,SOON,9999.0,59432,0,59432,2,
2026-05-27 05:56:46,SOON,9999.0,80000,0,80000,2,
2026-05-27 05:57:46,SOON,9999.0,2653194,0,2653194,25,
2026-05-27 05:58:46,SOON,9999.0,14600,0,14600,1,
2026-05-27 05:59:46,SOON,9999.0,1510870,0,1510870,10,
2026-05-27 06:00:46,SOON,84.9,424696,500000,924696,3,
2026-05-27 06:02:46,SOON,9999.0,626420,0,626420,1,
2026-05-27 06:05:46,SOON,0.0,0,2653464,2653464,1,
2026-05-27 06:06:46,SOON,0.0,0,14426,14426,1,
2026-05-27 06:07:46,SOON,0.0,0,3558656,3558656,6,
2026-05-27 06:08:46,SOON,0.0,0,861516,861516,2,
2026-05-27 06:10:46,SOON,0.0,0,4756568,4756568,13,
2026-05-27 06:12:46,SOON,75.1,755233,1005485,1760718,6,
2026-05-27 06:14:46,SOON,0.0,0,715568,715568,2,
2026-05-27 06:16:46,SOON,0.0,0,1488954,1488954,2,
2026-05-27 06:17:46,SOON,9999.0,100351,0,100351,1,
2026-05-27 06:19:46,SOON,206.1,20690,10040,30730,2,
2026-05-27 06:20:46,SOON,9999.0,1024892,0,1024892,1,
2026-05-27 06:23:46,SOON,14.1,152379,1083569,1235948,3,
2026-05-27 06:24:46,SOON,0.0,0,4234693,4234693,4,
2026-05-27 06:27:46,SOON,0.0,0,779475,779475,1,
2026-05-27 06:28:46,SOON,0.0,0,485324,485324,2,
2026-05-27 06:30:46,SOON,0.0,0,728660,728660,1,
2026-05-27 06:31:46,SOON,9999.0,869454,0,869454,6,
2026-05-27 06:32:46,SOON,55.3,70135,126871,197006,3,
2026-05-27 06:33:46,SOON,9999.0,78796,0,78796,2,
2026-05-27 06:38:46,SOON,0.9,113778,12004293,12118072,2,
2026-05-27 06:39:46,SOON,9999.0,14280,0,14280,1,
2026-05-27 06:45:46,SOON,9999.0,223756,0,223756,1,
2026-05-27 06:46:46,SOON,0.0,0,22676253,22676253,11,
2026-05-27 06:48:46,SOON,9999.0,124032,0,124032,1,
2026-05-27 06:49:46,SOON,0.0,0,6008,6008,1,
2026-05-27 06:50:46,SOON,0.0,0,1325420,1325420,8,
2026-05-27 06:51:46,SOON,0.0,0,434658,434658,1,
2026-05-27 06:52:46,SOON,0.0,0,925000,925000,2,
2026-05-27 06:55:46,SOON,0.0,0,2285658,2285658,3,
2026-05-27 06:56:46,SOON,0.0,0,573844,573844,1,
2026-05-27 06:57:46,SOON,9.1,444354,4903842,5348196,7,
2026-05-27 06:59:46,SOON,0.0,0,1893536,1893536,6,
2026-05-27 07:00:46,SOON,0.0,0,1159733,1159733,6,
2026-05-27 07:03:46,SOON,0.0,0,127285,127285,1,
2026-05-27 07:05:46,SOON,0.0,0,1271376,1271376,1,
2026-05-27 07:06:46,SOON,0.0,0,1271376,1271376,1,
2026-05-27 07:08:46,SOON,0.0,0,3648654,3648654,1,
2026-05-27 07:12:46,SOON,9999.0,289435,0,289435,1,
2026-05-27 07:13:46,SOON,9999.0,560493,0,560493,8,
2026-05-27 07:14:46,SOON,9999.0,1518586,0,1518586,15,
2026-05-27 07:15:46,SOON,142.0,427652,301200,728852,7,
2026-05-27 07:16:46,SOON,169.1,4471485,2644812,7116297,9,
2026-05-27 07:17:46,SOON,9999.0,107299,0,107299,2,
2026-05-27 07:18:46,SOON,9999.0,80000,0,80000,2,
2026-05-27 07:19:46,SOON,9999.0,3087398,0,3087398,2,
2026-05-27 07:20:46,SOON,9999.0,189988,0,189988,5,
2026-05-27 07:21:46,SOON,88.3,49145,55639,104784,4,
2026-05-27 07:25:46,SOON,0.0,0,3994219,3994219,4,
2026-05-27 07:26:46,SOON,1109.4,649086,58507,707593,4,
2026-05-27 07:29:46,SOON,0.0,0,963944,963944,6,
2026-05-27 07:30:46,SOON,9999.0,10000,0,10000,1,
2026-05-27 07:31:46,SOON,9.5,590060,6180537,6770597,6,
2026-05-27 07:32:46,SOON,0.0,0,9960,9960,1,
2026-05-27 07:33:46,SOON,0.0,0,20000,20000,1,
2026-05-27 07:36:46,SOON,9999.0,2856703,0,2856703,7,
2026-05-27 07:37:46,SOON,9999.0,150066,0,150066,1,
2026-05-27 07:38:46,SOON,9999.0,50000,0,50000,2,
2026-05-27 07:39:46,SOON,9999.0,549423,0,549423,2,
2026-05-27 07:40:46,SOON,0.0,0,6668,6668,1,
2026-05-27 07:41:46,SOON,9999.0,369148,0,369148,1,
2026-05-27 07:42:46,SOON,9999.0,368779,0,368779,1,
2026-05-27 07:46:46,SOON,0.0,0,1264570,1264570,2,
2026-05-27 07:49:46,SOON,0.0,0,2328151,2328151,3,
2026-05-27 07:50:46,SOON,0.0,0,420415,420415,2,
2026-05-27 07:53:46,SOON,0.0,0,1016506,1016506,1,
2026-05-27 07:54:46,SOON,9999.0,1432450,0,1432450,17,
2026-05-27 07:55:46,SOON,495.5,2997001,604800,3601801,6,
2026-05-27 07:56:46,SOON,0.0,0,371025,371025,2,
2026-05-27 07:57:46,SOON,0.0,0,1363818,1363818,2,
2026-05-27 07:58:47,SOON,0.0,0,879111,879111,7,
2026-05-27 08:00:47,SOON,19709.9,3542750,17974,3560724,7,
2026-05-27 08:01:47,SOON,0.0,0,506000,506000,1,
2026-05-27 08:02:47,SOON,2638.0,3707828,140556,3848384,16,
2026-05-27 08:03:47,SOON,9999.0,13935060,0,13935060,10,
2026-05-27 08:04:47,SOON,751.4,18040523,2401022,20441545,15,
2026-05-27 08:05:47,SOON,162.2,2907648,1793010,4700658,10,
2026-05-27 08:06:47,SOON,1113.5,4008795,360031,4368827,9,
2026-05-27 08:07:47,SOON,402.7,4030061,1000719,5030780,20,
2026-05-27 08:08:47,SOON,13566.0,1918684,14143,1932827,11,
2026-05-27 08:09:47,SOON,9999.0,4921357,0,4921357,2,
2026-05-27 08:10:47,SOON,8.5,1000000,11796210,12796210,2,
2026-05-27 08:11:47,SOON,131.6,434408,330200,764608,2,
2026-05-27 08:12:47,SOON,9999.0,3262243,0,3262243,22,
2026-05-27 08:13:47,SOON,2.0,10000,488514,498514,8,
2026-05-27 08:14:47,SOON,28272.2,1511858,5347,1517205,5,
2026-05-27 08:15:47,SOON,9999.0,2982418,0,2982418,8,
2026-05-27 08:16:47,SOON,0.9,10000,1127625,1137625,3,
2026-05-27 08:17:47,SOON,9999.0,186196,0,186196,1,
2026-05-27 08:18:47,SOON,9999.0,90772,0,90772,3,
2026-05-27 08:20:47,SOON,2.5,510373,20073187,20583559,6,
2026-05-27 08:22:47,SOON,9999.0,406715,0,406715,3,
2026-05-27 08:23:47,SOON,88.6,2566819,2896254,5463073,9,
2026-05-27 08:24:47,SOON,9999.0,406830,0,406830,4,
2026-05-27 08:25:47,SOON,9999.0,5300000,0,5300000,6,
2026-05-27 08:26:47,SOON,9999.0,21754980,0,21754980,28,
2026-05-27 08:27:47,SOON,1582.8,5652539,357124,6009663,13,
2026-05-27 08:28:47,SOON,9999.0,419790,0,419790,1,
2026-05-27 08:29:47,SOON,124.7,9862615,7909041,17771656,7,
2026-05-27 08:30:47,SOON,2711.3,2818785,103964,2922749,6,
2026-05-27 08:31:47,SOON,9999.0,9397646,0,9397646,12,
2026-05-27 08:32:47,SOON,458.3,1262451,275435,1537886,9,
2026-05-27 08:33:47,SOON,9999.0,372923,0,372923,1,
2026-05-27 08:34:47,SOON,9999.0,134732,0,134732,1,
2026-05-27 08:35:47,SOON,9999.0,3335479,0,3335479,11,
2026-05-27 08:36:47,SOON,4.4,228675,5199843,5428518,18,
2026-05-27 08:37:47,SOON,293.9,2299291,782307,3081598,10,
2026-05-27 08:38:47,SOON,2264.1,679224,30000,709224,6,
2026-05-27 08:39:47,SOON,9999.0,32809563,0,32809563,12,
2026-05-27 08:40:47,SOON,1256.6,2573509,204800,2778309,9,
2026-05-27 08:41:47,SOON,9999.0,9330229,0,9330229,11,
2026-05-27 08:42:47,SOON,9999.0,6288220,0,6288220,4,
2026-05-27 08:43:47,SOON,9999.0,2622163,0,2622163,1,
2026-05-27 08:44:47,SOON,9999.0,5621582,0,5621582,3,
2026-05-27 08:45:47,SOON,491.3,2044994,416261,2461255,4,
2026-05-27 08:46:47,SOON,0.5,80594,17242572,17323167,12,
2026-05-27 08:47:47,SOON,0.0,0,9516750,9516750,3,
2026-05-27 08:49:47,SOON,1.9,687569,35331585,36019154,18,
2026-05-27 08:50:47,SOON,8.3,1157196,13989878,15147074,18,
2026-05-27 08:51:47,SOON,9999.0,4663759,0,4663759,12,
2026-05-27 08:52:47,SOON,0.0,0,11178,11178,1,
2026-05-27 08:53:47,SOON,0.7,8995,1376435,1385430,4,
2026-05-27 08:54:47,SOON,0.0,0,291518,291518,1,
2026-05-27 08:55:47,SOON,0.0,0,803201,803201,2,
2026-05-27 08:56:47,SOON,60.9,1579609,2595876,4175485,9,
2026-05-27 08:57:47,SOON,53.1,363169,683311,1046480,6,
2026-05-27 08:59:47,SOON,433.5,6620986,1527304,8148290,4,
2026-05-27 09:00:47,SOON,9.7,1256126,12998868,14254994,14,
2026-05-27 09:01:47,SOON,64.9,3716892,5726529,9443420,11,
2026-05-27 09:02:47,SOON,5892.8,4508010,76500,4584510,12,
2026-05-27 09:03:47,SOON,47.7,6068246,12727328,18795575,20,
2026-05-27 09:04:47,SOON,0.0,0,32123207,32123207,8,
2026-05-27 09:05:47,SOON,0.1,6000,4899130,4905130,11,
2026-05-27 09:06:47,SOON,3845.1,716211,18626,734837,5,
2026-05-27 09:07:47,SOON,9999.0,3485931,0,3485931,22,
2026-05-27 09:08:47,SOON,171.9,49693185,28909964,78603149,25,
2026-05-27 09:09:47,SOON,14.2,1148370,8063677,9212047,7,
2026-05-27 09:10:47,SOON,496.4,10978429,2211410,13189839,11,
2026-05-27 09:12:47,SOON,9999.0,2320797,0,2320797,8,
2026-05-27 09:13:47,SOON,23696.6,3323442,14025,3337467,9,
2026-05-27 09:15:47,SOON,0.0,0,2559921,2559921,4,
2026-05-27 09:16:47,SOON,0.0,0,4340694,4340694,5,
2026-05-27 09:17:47,SOON,9.7,6016537,62126855,68143391,26,
2026-05-27 09:18:47,SOON,0.0,0,8502923,8502923,5,
2026-05-27 09:19:47,SOON,0.4,157903,35918562,36076465,12,
2026-05-27 09:20:47,SOON,9999.0,814534,0,814534,13,
2026-05-27 09:21:47,SOON,783.5,5845025,745989,6591014,13,
2026-05-27 09:22:47,SOON,4.8,747103,15723489,16470592,16,
2026-05-27 09:23:47,SOON,75.8,8423636,11115510,19539146,19,
2026-05-27 09:24:47,SOON,117.8,1101898,935111,2037009,10,
2026-05-27 09:25:47,SOON,21.3,385685,1808973,2194659,5,
2026-05-27 09:26:47,SOON,9999.0,9873160,0,9873160,24,
2026-05-27 09:27:47,SOON,4439.3,2012957,45344,2058301,7,
2026-05-27 09:28:47,SOON,9999.0,620000,0,620000,5,
2026-05-27 09:29:47,SOON,0.0,0,1217610,1217610,5,
2026-05-27 09:30:47,SOON,31.5,1608897,5112653,6721550,9,
2026-05-27 09:32:47,SOON,9999.0,7435328,0,7435328,28,
2026-05-27 09:33:47,SOON,4332.8,13703409,316273,14019682,12,
2026-05-27 09:34:47,SOON,47.7,327320,686027,1013347,8,
2026-05-27 09:35:47,SOON,342.5,16008747,4673565,20682313,12,
2026-05-27 09:36:47,SOON,0.0,0,3027382,3027382,3,
2026-05-27 09:37:47,SOON,39.2,31329441,79918440,111247881,53,
2026-05-27 09:39:47,SOON,9999.0,3174382,0,3174382,15,
2026-05-27 09:40:47,SOON,9999.0,5196727,0,5196727,26,
2026-05-27 09:41:47,SOON,0.0,0,100000,100000,1,
2026-05-27 09:42:47,SOON,9999.0,4994538,0,4994538,1,
2026-05-27 09:43:47,SOON,9999.0,3246723,0,3246723,8,
2026-05-27 09:44:47,SOON,9999.0,245914,0,245914,3,
2026-05-27 09:45:47,SOON,1176.5,9560677,812609,10373286,14,
2026-05-27 09:46:47,SOON,77.5,1678559,2165854,3844413,22,
2026-05-27 09:47:47,SOON,9999.0,19136529,0,19136529,22,
2026-05-27 09:48:47,SOON,1205.3,18872926,1565800,20438725,32,
2026-05-27 09:49:47,SOON,9999.0,1310824,0,1310824,7,
2026-05-27 09:50:47,SOON,67.3,3113535,4628984,7742519,10,
